business_name,author_name,review_text,rating,sentimentNum,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,inauthentic,irrelevant,advertisement,rant,policy_violations,reason
Churchill Bistro,Rumeysa Oncel,It is a place where you can both enter at home and spend time with pleasure and eat and drink. The beach is very beautiful; your sea is clean. The food is also very good.,5,0.76,0.83,en,35,0,0,False,0,0,0,0,0,"The review is a positive and relatively detailed account of a visit to Churchill Bistro. The sentiment score of 0.76 indicates a genuinely positive experience. The review length (35) is reasonable and the language is descriptive, referencing the beach, sea, and food. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant."
Sanukiya,Michael Lam,The tempura here is amazing.,5,0.6,0.9,en,5,0,0,False,0,0,0,0,0,"The review is a simple, positive statement about the tempura (""The tempura here is amazing.""). The sentiment score of 0.6 indicates a moderately positive sentiment, the subjectivity score of 0.9 indicates a somewhat subjective opinion, and the review length is 5, which is acceptable. There are no strong indicators of inauthenticity, irrelevance, advertisement, or a rant."
Ege Vera,Fatih Tuysuz,Portions are big. The flavors are nice. Service is fast. Prices are normal. I recommend.,5,0.24,0.59,en,15,0,0,False,0,0,0,0,0,"This review is a standard, positive customer review. The sentiment (0.24) is relatively low, suggesting a mildly positive opinion, but not overly enthusiastic. The language is descriptive (""Portions are big,"" ""flavors are nice"") and provides some specific details. There are no strong indicators of inauthenticity, such as overly generic praise, excessive exclamation marks, or capitalization. The review length is also reasonable."
Karakoy Lokantasi,Soykan Ozdemir,It has been wonderfully designed in its new location in Karaköy. It's gorgeous inside. Soundproofing I guess. The waiters are very interested and approaching with a smile. The appetizers and great service were very successful. Thanks.,5,0.49,0.56,en,36,0,0,False,0,0,0,0,0,"The review expresses a positive sentiment (0.49) and provides relatively detailed observations (""soundproofing,"" ""waiters approaching with a smile,"" ""appetizers and great service""). The subjectivity score of 0.56 and the length of 36 indicates a genuine user experience. There are no strong indicators of inauthenticity, irrelevant content, or an advertisement."
Kebabci Mahmut,Ahmet Yildirim,The products are good but quite expensive. The place is more interested in tourists.,5,0.24,0.57,en,14,0,0,False,0,0,0,0,0,"The review has a relatively low sentiment score (0.24) and a subjective rating (0.57), suggesting it's a genuine opinion, albeit somewhat generic. The length of the review (14) is not particularly short. There are no indicators of an advertisement (no URL, caps, or exclamation marks). Therefore, it's not a strong candidate for being inauthentic."
Duveroglu,Berkan Serin,I go here for the lahmacun; I haven't tried their other dishes; but the lahmacun is very good.,5,0.39,0.58,en,18,0,0,False,0,0,0,0,0,"This review is a straightforward, positive comment about a specific dish (lahmacun) and doesn't exhibit any characteristics of an inauthentic review, advertisement, or rant. The sentiment score of 0.39 indicates a mildly positive opinion, and the review length (18) is reasonable. There are no excessive use of caps, exclamation marks, or URLs. The focus is on a single, specific experience."
Antakya Mutfagi,Buket Ozkan,The appetizer plates were very nice; we were very pleased that we went. We ordered 6 types of appetizers; lahmacun and stuffed meatballs. For dessert; we ordered burma kadayif and künefe.,5,0.72,1.0,en,31,0,0,False,0,0,0,0,0,"The review is a relatively positive and detailed account of a dining experience. While somewhat generic in its praise (""very nice,"" ""very pleased""), it lacks the strong, potentially deceptive language often associated with inauthentic reviews. The sentiment score of 0.72 and subjective score of 1.0 indicate a genuine, though possibly overly positive, personal experience. There are no indicators of advertisement or rant."
Cafe Inn,Kain Dijkman,Nice intimate restaurant. Good service. Eye for detail. Clean. Really good food; well presented.,5,0.51,0.7,en,14,0,0,False,0,0,0,0,0,"This review is a positive and relatively detailed description of a restaurant experience. The sentiment score of 0.51 indicates a moderately positive tone, the subjectivity score of 0.7 suggests it's a personal opinion, and the review length of 14 words is reasonable. There are no indicators of inauthenticity, irrelevant content, advertisement, or ranting."
Guzel Koy Cafe,Mehmet Oz,The atmosphere is very nice; the flavors are also very good; but the prices are a bit high.,4,0.62,0.77,en,18,0,0,False,0,0,0,0,0,"The review is relatively short and uses somewhat generic language (""atmosphere is very nice"", ""flavors are also very good""). While the sentiment is positive (0.62), the details are lacking and don't strongly suggest inauthenticity. There's no evidence of an advertisement (no URL) or a rant (no excessive capitalization or exclamation marks). The review seems like a typical, though somewhat brief, customer comment."
Tuana Restaurant,Busra Cetin,Koycegiz is the most popular restaurant and cafe. You can have a meal with the view of Köyceğiz lake and sip your cold beer with pleasure.,5,0.17,0.8,en,26,0,0,False,0,0,0,0,0,"This review is a positive, descriptive review about a restaurant with a nice view. The sentiment is positive (0.17), the subjectivity is relatively high (0.8), and the language is appropriate. There are no strong indicators of inauthenticity, irrelevant content, advertisements, or rants. The review is a typical positive customer testimonial."
Alsancak Firin,Elif Gursoy,I came with recommendation and it really tasted good. It doesn't have a very different taste; so I don't think you will have a problem whether it fits your palate or not.,4,0.3,0.53,en,32,0,0,False,1,0,0,0,0,"The review is rated as 4 stars, which is a positive rating, but the text itself is very generic (""It really tasted good. It doesn't have a very different taste; so I don't think you will have a problem whether it fits your palate or not.""). This suggests it may be a deliberately bland and uninformative review, possibly designed to artificially boost the business's rating without offering specific details. The subjectivity score of 0.53 further supports this suspicion.  There's no evidence of an advertisement (no URL, no promotional language)."
Kasikla Restaurant,Hilal Koc,The ravioli tasted good and was satisfying as a portion; the portion was very small compared to the price of the yaglama.,2,0.29,0.71,en,22,0,0,False,0,0,0,0,0,"The review provides specific details about the ravioli and yaglama, including the size relative to the price. The sentiment is relatively low (0.29), but not excessively negative. There's no indication of deceptive intent, promotional language, or excessive emotion. The review length is also reasonable."
Nesh,Kumsal Maral,You can add the product you want to the waffle or hamburger with your own choice. You're kind of the chief.,3,0.6,0.95,en,21,0,0,False,1,0,0,0,0,"The review gives a relatively high sentiment score (0.6) and is written in English, suggesting it's a genuine customer experience. However, the language is somewhat generic (""You can add the product you want..."") and lacks specific details about the food or service, raising a slight suspicion of inauthenticity. There is no evidence of an advertisement or rant."
Kumrucu Omur,Muhittin Keskin,"Crowded but no problem, flavor is okay.",4,0.5,0.5,en,7,0,0,False,0,0,0,0,0,"The review is relatively short and uses generic language (""flavor is okay""). While the sentiment is mildly positive (0.5), it lacks specific details about the food or experience, making it difficult to definitively classify as inauthentic. The review does not contain a URL and doesn't exhibit excessive capitalization or exclamation marks, indicating it's unlikely to be an advertisement or rant."
Mado,Cetin Atali,My guest and I went for dessert; we waited 10 minutes to get a menu; we placed orders; and we waited another 20 minutes. Of course; one person couldn't make it to the dozens of tables upstairs to work.,1,0.0,0.0,en,39,0,0,False,0,0,0,0,0,"The review expresses a negative experience with a wait time, which is a common and valid customer complaint. The sentiment is negative (-1), but it lacks the excessive emotional language or capitalization that would indicate a rant. The wait time is a reasonable detail, and the review doesn’t contain any promotional elements or URLs. The review does not seem to be inauthentic."
